,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
10,11,2013-01-05,Don't You Worry Child,Swedish House Mafia,['John Martin'],11,14,https://www.billboard.com/charts/hot-100/2013-01-05,"There was a time I used to look into my father's eyesIn a happy home, I was a king, I had a golden throneThose days are gone, now the memory's on the wallI hear the songs from the places where I was bornUp on the hill across the blue lakeThat's where I had my first heartbreakI still remember how it all changedMy father saidDon't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahDon't you worry, don't you worry nowYeahDon't you worry, don't you worry nowYeahThere was a time, I met a girl of a different kindWe ruled the world, I thought I'll never lose her out of sightWe were so young, I think of her now and thenI still hear the songs reminding me of a friendUp on the hill across the blue lakeThat's where I had my first heartbreakI still remember how it all changedMy father saidDon't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohSee heaven's got a plan for youSee heaven's got a plan for youSee heaven's got a plan for you Don't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohYeah",https://www.genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
11,13,2013-01-05,Try,P!nk,,13,9,https://www.billboard.com/charts/hot-100/2013-01-05,"Ever wonder about what he's doingHow it all turned to lies?Sometimes I think﻿ that it's betterTo never ask whyWhere there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryEh, eh, ehFunny how the heart can be deceivingMore than just a couple timesWhy do we fall in love so easy?Even when it's not rightWhere there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryEver worried that it might be ruinedAnd does it make you wanna cry?When you're out there doing what you're doingAre you just getting by?Tell me, are you just getting by, by, by?Where there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryGotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryGotta get up and try, try, try You gotta get up and try, try, tryGotta get up and try, try, try",https://www.genius.com/P-nk-Try-lyrics
12,14,2013-01-05,Some Nights,fun.,,3,44,https://www.billboard.com/charts/hot-100/2013-01-05,"Some nights, I stay up cashing in my bad luckSome nights, I call it a drawSome nights, I wish that my lips could build a castleSome nights, I wish they'd just fall offBut I still wake up, I still see your ghostOh, Lord, I'm still not sure what I stand for, oh(Oh-ooh-woah) What do I stand for?(Oh-ooh-woah) What do I stand for?Most nights, I don't know anymoreOh-woah, oh-ooh-woah-ohOh-ooh-woah-oh, oh-ohOh-woah, oh-ooh-woah-ohOh-ooh-woah-oh, oh-ohThis is it, boys, this is war(Oh-woah, oh-ooh-woah-oh)What are we waiting for?(Oh-ooh-woah-oh, oh-oh)Why don't we break the rules already?I was never one to believe the hype(Oh-woah, oh-ooh-woah-oh)Save that for the black and white(Oh-ooh-woah-oh, oh-oh)Try twice as hard, and I'm half as likedBut here they come again to jack my styleAnd that's alright (That's alright)I found a martyr in my bed tonightShe stops my bones from wonderingJust who I, who, I, who I amOh, who am I? Mmm, mmmWell, some nights, I wish that this all would end'Cause I could use some friends for a changeAnd some nights, I'm scared you'll forget me againSome nights, I always win (I always win)But I still wake up, I still see your ghostOh Lord, I'm still not sure what I stand for, oh(Oh-ooh-woah-oh) What do I stand for?(Oh-ooh-woah-oh) What do I stand for?Most nights, I don't know (Oh, come on) So this is it?I sold my soul for this?Washed my hands of that for this?I miss my mom and dad for this?(Oh, come on) No, when I see stars, when I s-When I see stars, that's all they areWhen I hear songs, they sound like a swanSo come on, oh, come on, oh, come onOh, come onWell, that is it, guys, that is all(Oh-woah, oh-ooh-woah-oh)Five minutes in, and I'm bored again(Oh-ooh-woah-oh, oh-oh)Ten years of this, I'm not sure if anybody understandsThis one is not for the folks at home(Oh-woah, oh-ooh-woah-oh)Sorry to leave, Mom, I had to go(Oh-ooh-woah-oh, oh-oh)Who the fuck wants to die aloneAll dried up in the desert sun?My heart is breaking for my sisterAnd the con that she called ""love""And then I look into my nephew's eyesMan, you wouldn't believeThe most amazing thingsThat can come fromSome terrible nights Oh-woah, oh-ooh-woah-ohOh-ooh-woah-oh, oh-ohOh-woah, oh-ooh-woah-ohOh-ooh-woah-oh, oh-ohThe other night, you wouldn't believeThe dream I just had about you and meI'd called you up, but we both agreedIt's for the best you didn't listenIt's for the best we gave our distance, ohFor the best, you didn't listenIt's for the best we get our distance, oh",https://www.genius.com/fun-Some-Nights-lyrics
13,15,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,,6,21,https://www.billboard.com/charts/hot-100/2013-01-05,"Much as you blame yourself, you can't be blamed for the way that you feelHad no example of a love that was even remotely realHow can you understand something that you never had?Ooh, baby, if you let me, I can help you out with all of thatGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youAnd all your troubleDon't be afraid, girl, let me helpGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youA heart of numbness gets brought to lifeI'll take you thereGirl, let me love youGirl, let me love you, baby, ohGirl, let me love youGirl, let me love you, babyGirl, let me love youLet me love you, let me love you, ohI can see the pain behind your eyesIt's been there for quite a whileI just wanna be the one to remind you what it is to smileI would like to show you what true love can really doGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youAnd all your troubleDon't be afraid, girl, let me helpGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youA heart of numbness gets brought to lifeI'll take you thereGirl, let me love you, babyGirl, let me love youLet me love you, let me love you, babyGirl, let me love youGirl, let me love you, babyGirl, let me love youLet me love you, girl, let me love you, baby For every heart that beatsFor every heart that beatsFor every heart that beatsFor every heart that beatsHeart that beatsHeart that beatsHeart that beatsHeart that beatsGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youAnd all your troubleDon't be afraid, girl, let me helpGirl, let me love youAnd I will love youUntil you learn to love yourselfGirl, let me love youA heart of numbness gets brought to lifeI'll take you thereGirl, let me love youLet me love you, baby, love you, babyGirl, let me love youLet me love you, babe, love you babe, ooh-ooh-ah",https://www.genius.com/Ne-Yo-Let-Me-Love-You-Until-You-Learn-To-Love-Yourself-lyrics
14,16,2013-01-05,Girl On Fire,Alicia Keys,['Nicki Minaj'],11,16,https://www.billboard.com/charts/hot-100/2013-01-05,"She's just a girl, and she's on fireHotter than a fantasy, lonely like a highwayShe's living in a world, and it's on fireFeeling the catastrophe, but she knows she can fly awayOh, oh-oh-oh-ohShe got both feet on the ground and she's burning it downOh-oh-oh-oh-oh, oh-oh-oh-ohShe got her head in the clouds and she's not backing downThis girl is on fireThis girl is on fireShe's walking on fireThis girl is on fireLooks like a girl, but she's a flameSo bright, she can burn your eyesBetter look the other wayYou can try, but you'll never forget her nameShe's on top of the worldHottest of the hottest girls sayOh, oh-oh-oh-ohWe got our feet on the ground and we're burning it downOh-oh-oh-oh-oh, oh-oh-oh-ohGot our head in the clouds and we're not coming downThis girl is on fire (Fire, fire)This girl is on fireShe's walking on fire (Fire, fire)This girl is on fireOh-oh-oh-oh-oh...Everybody stares as she goes by'Cause they can see the flame that's in her eyesWatch her when she's lighting up the nightNobody knows that she's a lonely girl and it's a lonely worldBut she gon' let it burn, baby, burn, baby This girl is on fire (Fire, fire)This girl is on fireShe's walking on fire (Fire, fire)This girl is on fireOh-oh-oh-oh-oh, oh-oh-ohOh-oh-oh, oh-oh, oh-oh-oh-oh-oh...Oh...She's just a girl, and she's on fire",https://www.genius.com/Alicia-Keys-Girl-On-Fire-lyrics
15,17,2013-01-05,The A Team,Ed Sheeran,,17,24,https://www.billboard.com/charts/hot-100/2013-01-05,"White lips, pale faceBreathing in the snowflakesBurnt lungs, sour tasteLight's gone, days endStruggling to pay rentLong nights, strange menAnd they sayShe's in the Class A TeamStuck in her daydreamBeen this way since 18But lately, her face seemsSlowly sinking, wastingCrumbling like pastriesAnd they screamThe worst things in life come free to us'Cause we're just under the upper handAnd go mad for a couple gramsAnd she don't wanna go outside tonightAnd in a pipe she flies to the MotherlandOr sells love to another manIt's too cold outsideFor angels to flyAngels to flyRipped gloves, raincoatTried to swim and stay afloatDry house, wet clothesLoose change, bank notesWeary-eyed, dry throatCall girl, no phoneAnd they sayShe's in the Class A TeamStuck in her daydreamBeen this way since 18But lately, her face seemsSlowly sinking, wastingCrumbling like pastriesAnd they screamThe worst things in life come free to us 'Cause we're just under the upper handAnd go mad for a couple gramsAnd she don't wanna go outside tonightAnd in a pipe she flies to the MotherlandOr sells love to another manIt's too cold outsideFor angels to flyAn angel will dieCovered in whiteClosed eyes and hopin' for a better lifeThis time, we'll fade out tonightStraight down the lineAnd they sayShe's in the Class A TeamStuck in her daydreamBeen this way since 18But lately, her face seemsSlowly sinking, wastingCrumbling like pastriesAnd they screamThe worst things in life come free to us And we're all under the upper handAnd go mad for a couple gramsAnd we don't wanna go outside tonightAnd in a pipe we fly to the MotherlandOr sell love to another manIt's too cold outsideFor angels to flyAngels to flyFly, flyFor angels to flyTo fly, to flyFor angels to die",https://www.genius.com/Ed-Sheeran-The-A-Team-lyrics
16,18,2013-01-05,It's Time,Imagine Dragons,,18,29,https://www.billboard.com/charts/hot-100/2013-01-05,"So this is what you meantWhen you said that you were spentAnd now it's time to build from the bottom of the pitRight to the topDon't hold backPacking my bags and giving the academy a rain checkI don't ever wanna let you downI don't ever wanna leave this town'Cause after allThis city never sleeps at nightIt's time to begin, isn't it?I get a little bit bigger, but then I'll admitI'm just the same as I wasNow don't you understandThat I'm never changing who I amSo this is where you fellAnd I am left to sellThe path to heaven runs through miles of clouded hellRight to the topDon't look backTurn in the rags and giving the commodities a rain checkI don't ever wanna let you downI don't ever wanna leave this town'Cause after allThis city never sleeps at nightIt's time to begin, isn't it?I get a little bit bigger, but then I'll admitI'm just the same as I wasNow don't you understandThat I'm never changing who I amIt's time to begin, isn't it?I get a little bit bigger, but then I'll admitI'm just the same as I wasNow don't you understandThat I'm never changing who I am This road never looked so lonelyThis house doesn't burn down slowlyTo ashes, to ashesIt's time to begin, isn't it?I get a little bit bigger, but then I'll admitI'm just the same as I wasNow don't you understandThat I'm never changing who I amIt's time to begin, isn't it?I get a little bit bigger, but then I'll admitI'm just the same as I wasNow don't you understandThat I'm never changing who I am",https://www.genius.com/Imagine-Dragons-Its-Time-lyrics
17,19,2013-01-05,Gangnam Style,PSY,,2,16,https://www.billboard.com/charts/hot-100/2013-01-05,"오빤 강남 스타일강남 스타일낮에는 따사로운 인간적인 여자커피 한잔의 여유를 아는, 품격 있는 여자밤이 오면 심장이 뜨거워지는 여자그런 반전 있는 여자 나는 사나이낮에는 너만큼 따사로운 그런 사나이커피 식기도 전에 원샷 때리는 사나이밤이 오면 심장이 터져 버리는 사나이그런 사나이아름다워 사랑스러워그래, 너 (Hey) 그래, 바로 너 (Hey)아름다워 사랑스러워그래, 너 (Hey) 그래, 바로 너 (Hey)지금부터 갈 데까지 가 볼까오빤 강남 스타일, uh강남 스타일옵, 옵, 옵, 옵오빤 강남 스타일, uh강남 스타일옵, 옵, 옵, 옵오빤 강남 스타일에, sexy lady옵, 옵, 옵, 옵오빤 강남 스타일에, sexy lady옵, 옵, 옵, 옵에에에 에에에정숙해 보이지만 놀 땐 노는 여자이때다 싶으면 묶었던 머리 푸는 여자가렸지만 웬만한 노출보다 야한 여자그런 감각적인 여자 나는 사나이점잖아 보이지만 놀 땐 노는 사나이때가 되면 완전 미쳐 버리는 사나이근육보다 사상이 울퉁불퉁한 사나이그런 사나이 아름다워 사랑스러워그래, 너 (Hey) 그래, 바로 너 (Hey)아름다워 사랑스러워그래, 너 (Hey) 그래, 바로 너 (Hey)지금부터 갈 데까지 가 볼까오빤 강남 스타일, uh강남 스타일옵, 옵, 옵, 옵오빤 강남 스타일, uh강남 스타일옵, 옵, 옵, 옵오빤 강남 스타일에, sexy lady옵, 옵, 옵, 옵오빤 강남 스타일에, sexy lady옵, 옵, 옵, 옵에에에 에에에뛰는 놈, 그 위에 나는 놈 Baby baby나는 뭘 좀 아는 놈뛰는 놈, 그 위에 나는 놈 Baby baby나는 뭘 좀 아는 놈You know what I'm saying 오빤 강남 스타일에에에 에에에 에, sexy lady옵, 옵, 옵, 옵오빤 강남 스타일에, sexy lady옵, 옵, 옵, 옵, 에에에 에에에오빤 강남 스타일",https://www.genius.com/PSY-Gangnam-Style-lyrics
18,20,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,,17,19,https://www.billboard.com/charts/hot-100/2013-01-05,"Pour up (Drank), head shot (Drank)Sit down (Drank), stand up (Drank)Pass out (Drank), wake up (Drank)Faded (Drank), faded (Drank)Now I done grew up 'round some people livin' their life in bottlesGranddaddy had the golden flaskBackstroke every day in ChicagoSome people like the way it feelsSome people wanna kill their sorrowsSome people wanna fit in with the popular, that was my problemI was in a dark room, loud tunesLookin' to make a vow soonThat I'ma get fucked up, fillin' up my cup I see the crowd moodChangin' by the minute and the record on repeatTook a sip, then another sip, then somebody said to meNigga, why you babysittin' only two or three shots?I'ma show you how to turn it up a notchFirst you get a swimming pool full of liquor, then you dive in itPool full of liquor, then you dive in itI wave a few bottles, then I watch 'em all flockAll the girls wanna play BaywatchI got a swimming pool full of liquor and they dive in itPo-Pool full of liquor, I'ma dive in itPour up (Drank), head shot (Drank)Sit down (Drank), stand up (Drank)Pass out (Drank), wake up (Drank)Faded (Drank), faded (Drank)Okay, now open your mind up and listen me, KendrickI am your conscience, if you do not hear meThen you will be history, KendrickI know that you're nauseous right nowAnd I'm hopin' to lead you to victory, KendrickIf I take another one downI'ma drown in some poison, abusin' my limitI think that I'm feelin' the vibe, I see the love in her eyesI see the feelin', the freedom is grantedAs soon as the damage of vodka arrivedThis how you capitalize, this is parental adviceThen apparently, I'm over-influenced by what you are doin'I thought I was doin' the most 'til someone said to me Nigga, why you babysittin' only two or three shots?I'ma show you how to turn it up a notchFirst you get a swimming pool full of liquor, then you dive in itPool full of liquor, then you dive in itI wave a few bottles, then I watch 'em all flockAll the girls wanna play BaywatchI got a swimming pool full of liquor and they dive in itPo-Pool full of liquor, I'ma dive in itPour up (Drank), head shot (Drank)Sit down (Drank), stand up (Drank)Pass out (Drank), wake up (Drank)Faded (Drank), faded (Drank)I ride, you ride, bangOne chopper, one hundred shots, bangHop out, do you bang?Two chopper, two hundred shots, bangI ride, you ride, bangOne chopper, one hundred shots, bangHop out, do you bang?Two chopper, two hundred shots, bang Nigga, why you babysittin' only two or three shots?I'ma show you how to turn it up a notchFirst you get a swimming pool full of liquor, then you dive in itPool full of liquor, then you dive in itI wave a few bottles, then I watch 'em all flockAll the girls wanna play BaywatchI got a swimming pool full of liquor and they dive in itPo-Pool full of liquor, I'ma dive in itPour up (Drank), head shot (Drank)Sit down (Drank), stand up (Drank)Pass out (Drank), wake up (Drank)Faded (Drank), faded (Drank)(Pool full of Kendrick's lies in it)Aw man… where is she takin' me?Where is she takin' me?(Pool full of liquor, I'ma die in it)All I, All I, All I, All I have in life is my new appetite for failureAnd I got hunger pain that grow insaneTell me, do that sound familiar?If it do, then you're like meMakin' excuse that your reliefIs in the bottom of the bottle and the greenest indo leafAs the window open I releaseEverything that corrode inside of meI see you jokin', why you laugh?Don't you feel bad? I probably sleepAnd never ever wake up, never ever wake up, never ever wake upIn God I trust, but just when I thought I had enoughThey stomped the homie out over a bitch?K-Dot, you good, blood?Now we can drop, ye we can drop you back offThat nigga's straight, man, that nigga ain't trippin'We gon' do the same ol' shitI'ma pop a few shots, they gon' run, they gon' run opposite waysFall right in ****'s lapAnd he gon' tear they ass up, simple as thatAnd I hope that bitch that set him up out thereWe gon' pop that bitch tooWait hold up, ayy, I see somebodyAha! Got them niggas, K-Dot, you good?L****, you good?Yeah, blood, I'm good – Dave, you good?Dave? Dave, say somethin' – Dave?These bitch-ass niggas killed my brother!",https://www.genius.com/Kendrick-Lamar-Swimming-Pools-Drank-lyrics
19,21,2013-01-05,All I Want For Christmas Is You,Mariah Carey,,21,4,https://www.billboard.com/charts/hot-100/2013-01-05,"I don't want a lot for ChristmasThere is just one thing I needI don't care about the presentsUnderneath the Christmas treeI just want you for my ownMore than you could ever knowMake my wish come trueAll I want for Christmas is you, yeahI don't want a lot for ChristmasThere is just one thing I need (And I)Don't care about the presentsUnderneath the Christmas treeI don't need to hang my stockingThere upon the fireplace (Ah)Santa Claus won't make me happyWith a toy on Christmas DayI just want you for my own (Ooh)More than you could ever know (Ooh)Make my wish come trueAll I want for Christmas is youYou, babyOh, I won't ask for much this ChristmasI won't even wish for snow (And I)I'm just gonna keep on waitingUnderneath the mistletoeI won't make a list and send itTo the North Pole for Saint Nick (Ah)I won't even stay awake toHear those magic reindeer click'Cause I just want you here tonight (Ooh)Holding on to me so tight (Ooh)What more can I do?Oh baby, all I want for Christmas is youYou, babyOh, all the lights are shiningSo brightly everywhere (So brightly, baby)And the sound of children'sLaughter fills the air (Oh, oh yeah)And everyone is singing (Oh yeah)I hear those sleigh bells ringing (Oh)Santa, won't you bring me the one I really need? (Yeah, oh, oh)Won't you please bring my baby to me? Oh, I don't want a lot for ChristmasThis is all I'm asking for (Ah)I just wanna see my babyStanding right outside my doorOh, I just want you for my own (Ooh)More than you could ever know (Ooh)Make my wish come trueOh baby, all I want for Christmas is youYou, babyAll I want for Christmas is you, baby (You)All I want for Christmas is you, baby (Ah, oh, ah, oh)All I want for Christmas is you, baby (You)All I want for Christmas is you, baby (All I really want, baby, ooh)All I want for Christmas is you, baby (All I want, all I really want is you)",https://www.genius.com/Mariah-Carey-All-I-Want-For-Christmas-Is-You-lyrics
20,22,2013-01-05,Cruise,Florida Georgia Line,['Nelly'],16,19,https://www.billboard.com/charts/hot-100/2013-01-05,"Baby, you a songYou make me wanna roll my windows down and cruiseHey babyYeah, when I first saw that bikini top on herShe’s poppin' right out of the South Georgia waterThought, ""Oh, good lord, she had them long tanned legs""Couldn't help myself, so I walked up and saidBaby, you a songYou make me wanna roll my windows down and cruiseDown a back road blowin' stop signs through the middleEvery little farm town with youIn this brand new Chevy with a lift kitWould look a hell of a lot better with you up in itSo baby, you a songYou make me wanna roll my windows down and cruiseShe was sippin' on Southern and singin' Marshall TuckerWe were fallin' in love in the sweet heart of summerShe hopped right up into the cab of my truck and said""Fire it up, let's go get this thing stuck""Baby, you a songYou make me wanna roll my windows down and cruiseDown a back road blowin' stop signs through the middleEvery little farm town with youIn this brand new Chevy with a lift kitWould look a hell of a lot better with you up in itSo baby, you a songYou make me wanna roll my windows down and cruiseWhen that summer sun fell to its kneesI looked at her and she looked at meAnd I turned on those KC lights and drove all nightBecause it felt so right, her and I, man, we felt so rightI put it in park and grabbed my guitarAnd strummed a couple chordsAnd sang from the heartGirl, you sure got the beat in my chest bumpin'Hell, I can't get you out of my head Baby, you a songYou make me wanna roll my windows down and cruiseDown a back road blowin' stop signs through the middleEvery little farm town with youBaby, you a songYou make me wanna roll my windows down and cruiseDown a back road blowin' stop signs through the middleEvery little farm town with youIn this brand new Chevy with a lift kitWould look a hell of a lot better with you up in it (Come on)So baby, you a songYou make me wanna roll my windows down and cruiseCome on, girlGet those windows down and cruiseAww, yeah",https://www.genius.com/Florida-Georgia-Line-Cruise-lyrics
21,23,2013-01-05,Clique,Kanye West,"['Jay-Z', 'Big Sean']",12,16,https://www.billboard.com/charts/hot-100/2013-01-05,"What of the dollar you murdered for?Is that the one fighting for your soul?Or your brother's the one that you're running from?But if you got money, fuck it, ‘cause I want someB-I-GWho fuckin' with me?Oh, God!WoahOkay, ain't nobody fuckin' with my cliqueClique, clique, clique, cliqueAin't nobody fresher than my muhfuckin' cliqueClique, clique, clique, cliqueAs I look around, they don't do it like my cliqueClique, clique, clique, cliqueAnd all these bad bitches, man, they want the-They want the-, they want the- (B-I-G, oh God)GoI tell a bad bitch do whatever I say (Yup)My block behind me, like I'm coming out the driveway (Swerve)It's grind day, from Friday to next Friday (Woah)I been up straight for nine days, I need a spa day (Spa day)Yup, she try and gimme that poon-tangI might let my crew bang, my crew deeper than Wu-Tang (Woah)I'm rollin' with, ha, fuck I'm saying? Girl, you know my crew nameYou know 2 Chainz? Skrrt! I'm pullin' up in that Bruce WayneBut I'm the fuckin' villain, man, they kneelin' when I'm walking in the buildin'Freaky women I be feelin' from the bank accounts I'm fillin'What a feelin'! Ah man, they gotta beYoung player from the D that's killing everything that he see for the doughOkay, ain't nobody fuckin' with my cliqueClique, clique, clique, cliqueAin't nobody fresher than my ma'fuckin' cliqueClique, clique, clique, cliqueAs I look around, they don't do it like my cliqueClique, clique, clique, cliqueAnd all these bad bitches, man, they want the-They want the-, they want the-Go(Click clack, stick 'em up)Yeah, I'm talkin' Ye (Clique) yeah, I'm talkin' Rih (Clique)Yeah, I'm talkin' B (Clique) nigga, I'm talkin' meYeah, I'm talkin' bossy, I ain't talkin' KelisYour money too short, you can't be talkin' to meYeah, I'm talkin' LeBron, we ball in our family treeG.O.O.D. Music drug-dealing cousin, ain't nothin' fuckin' with weMe, turn that sixty-two to one-twenty-five, one-twenty-five to a two-fiftyTwo-fifty to a half a, man, ain't nothin' nobody can do with meNow, who with me? ¡Vámonos! Call me Hov or JefeTranslation: I'm the shit, 'least that what my neck say'Least that what my check say, lost my homie for a decadeNigga down for like twelve years, ain't hug his son since the second gradeUh, he never told—who he gon' tell?We top of the totem poleIt's the Dream Team meets the Supreme TeamAnd all our eyes green, it only means one thing: you ain't fuckin' with the clique Okay, ain't nobody fuckin' with my cliqueClique, clique, clique, cliqueAin't nobody fresher than my ma'fuckin' cliqueClique, clique, clique, cliqueAs I look around, they don't do it like my cliqueClique, clique, clique, cliqueAnd all these bad bitches, man, they want the-They want the-, they want the-Break records at Louis, ate breakfast at GucciMy girl a superstar all from a home movieBow on our arrival, the un-American idolsWhat niggas did in Paris, got 'em hangin' off the EiffelYeah, I'm talkin' business, we talkin' CIAI'm talkin' George Tenet, I seen him the other dayHe asked me about my Maybach, think he had the sameExcept mine tinted and his might have been rentedYou know, white people get money, don't spend itOr maybe they get money, buy a businessI rather buy eighty gold chains and go ign'antI know Spike Lee gon' kill me, but let me finishBlame it on the pigment, we livin' no limitsThem gold Master P ceilings was just a figmentOf our imagination, MTV cribsNow I'm lookin' at a crib right next to where TC livesThat's Tom Cruise, whatever she accuseHe wasn't really drunk, he just had a frew brewsPass the refreshments, a cool, cool beverageEverything I do need a news crew's presenceSpeedboat swerve, homie, watch out for the wavesI'm way too Black to burn from sunraysSo I just meditate at the home in PompeiiAbout how I could build a new Rome in one dayEvery time I'm in Vegas they screamin' like, ""He's Elvis""But I just wanna design hotels and nail itShit is real, got me feelin' IsraelianLike Bar Refaeli, or Gisele—no, that's BrazilianWent through, deep depression when my mama passedSuicide, what kinda talk is that?But I been talkin' to God for so longThat if you look at my life I guess He talkin' backFuckin' with my clique Ain't nobody fresher than my ma'fuckin' cliqueAs I look around, they don't do it like my cliqueAnd all these bad bitches, man, they want the-They want the- they want the-Go",https://www.genius.com/Kanye-West-Clique-lyrics
