,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
10,11,2015-01-03,Shake It Off,Taylor Swift,,1,18,https://www.billboard.com/charts/hot-100/2015-01-03,"I stay out too lateGot nothing in my brainThat's what people say, mmm-mmmThat's what people say, mmm-mmmI go on too many datesBut I can't make them stayAt least that's what people say, mmm-mmmThat's what people say, mmm-mmmBut I keep cruisin'Can't stop, won't stop movin'It's like I got this music in my mindSayin', ""It's gonna be alright""'Cause the players gonna play, play, play, play, playAnd the haters gonna hate, hate, hate, hate, hateBaby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it offHeartbreakers gonna break, break, break, break, breakAnd the fakers gonna fake, fake, fake, fake, fakeBaby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it offI never miss a beatI'm lightnin' on my feetAnd that's what they don't see, mmm-mmmThat's what they don't see, mmm-mmmI'm dancin' on my own (Dancin' on my own)I make the moves up as I go (Moves up as I go)And that's what they don't know, mmm-mmmThat's what they don't know, mmm-mmmBut I keep cruisin'Can't stop, won't stop groovin'It's like I got this music in my mindSayin', ""It's gonna be alright"" 'Cause the players gonna play, play, play, play, playAnd the haters gonna hate, hate, hate, hate, hateBaby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it offHeartbreakers gonna break, break, break, break, breakAnd the fakers gonna fake, fake, fake, fake, fakeBaby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it offShake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it offHey, hey, heyJust think, while you've been gettin' down and out about the liarsAnd the dirty, dirty cheats of the worldYou could've been gettin' downTo this sick beatMy ex-man brought his new girlfriendShe's like, ""Oh my God!"" But I'm just gonna shakeAnd to the fella over there with the hella good hairWon't you come on over, baby?We can shake, shake, shakeYeah, oh, oh, oh 'Cause the players gonna play, play, play, play, playAnd the haters gonna hate, hate, hate, hate, hate(Haters gonna hate)Baby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it off (Ha!)Heartbreakers gonna break, break, break, break, break (Mmm)And the fakers gonna fake, fake, fake, fake, fake(And fake, and fake, and fake)Baby, I'm just gonna shake, shake, shake, shake, shakeI shake it off, I shake it off (I, I, I)Shake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it offShake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it offI, I, I shake it off, I shake it off (Yeah!)Shake it off, I shake it offI, I, I shake it off, I shake it off (You got to)I, I, I shake it off, I shake it offI, I, I shake it off, I shake it off",https://www.genius.com/Taylor-Swift-Shake-It-Off-lyrics
11,13,2015-01-03,The Heart Wants What It Wants,Selena Gomez,,6,7,https://www.billboard.com/charts/hot-100/2015-01-03,"What the heart wantsWhat the heart wantsWhat the heart wants (Wants, wants, wants)You got me sipping on somethingI can't compare to nothing I've ever knownI'm hoping that after this fever I'll surviveI know I'm acting a bit crazyStrung out, a little bit hazyHand over heart, I'm prayingThat I'm gonna make it out aliveThe bed's getting cold and you're not hereThe future that we hold is so unclearBut I'm not alive until you callAnd I'll bet the odds against it allSave your advice, 'cause I won't hearYou might be right, but I don't careThere's a million reasons why I should give you upBut the heart wants what it wantsThe heart wants what it wantsYou got me scattered in piecesShining like stars and screamingLighting me up like VenusBut then you disappear and make me waitAnd every second's like tortureHeroin drip, no more soFinding a way to let goBaby, baby, no, I can't escapeThe bed's getting cold and you're not hereThe future that we hold is so unclearBut I'm not alive until you callAnd I'll bet the odds against it allSave your advice, 'cause I won't hearYou might be right, but I don't careThere's a million reasons why I should give you upBut the heart wants what it wantsThe heart wants what it wantsThe heart wants what it wantsThe heart wants what it wants This is a modern fairytaleNo happy endings, no wind in our sailsBut I can't imagine a life withoutBreathless momentsBreaking me down, down, down, downThe bed's getting cold and you're not hereThe future that we hold is so unclearBut I'm not alive until you callAnd I'll bet the odds against it allSave your advice, 'cause I won't hearYou might be right, but I don't careThere's a million reasons why I should give you upBut the heart wants what it wantsThe heart wants what it wantsThe heart wants what it wantsThe heart wants what it wantsThe heart wants what it wants, babyThe heart wants what it wants, babyIt wants what it wantsIt wants what it wantsThe heart wants what it wants, babyThe heart wants what it wants, baby",https://www.genius.com/Selena-Gomez-The-Heart-Wants-What-It-Wants-lyrics
12,14,2015-01-03,Wasted Love,Matt McAndrew,,14,1,https://www.billboard.com/charts/hot-100/2015-01-03,"Ooh, wasted loveSo I'm not supposed to love you no moreI guess I'm not supposed to careI held you so close, now I'm holding a ghostHow can love just disappear?And where does it go when it's over?I know that it's somewhere out hereHas anybody seen all my wasted love?I've been down every street, no, I won't give upIf I have to die trying to justify, that's how it's gonna beHas anybody seen all my wasted love?It's late, I'm drunk and I'm running on empty tonightBaby, I'm chasing my shadow aroundLike smoke cigarettes I inhale these regretsI can't change what I've becomeThere's pain and there's glory, but this is my storyI'm asking everyoneKnocking down doors and I'm pounding the pavementLie at your mercy, will somebody save me? Save me?Has anybody seen all my wasted love?I've been down every street, no, I won't give upIf I have to die let me testify, that's how it's gonna beHas anybody seen all my wasted love?Knocking down doors and I'm pounding the pavementLie at your mercy, will somebody save me? Save me?Has anybody seen all my wasted love?I've been down every street, no, I won't give upIf I have to die let me testify, that's how it's gonna beHas anybody seen all my wasted love?Bring it back to me, all my wasted love",https://www.genius.com/Matt-McAndrew-Wasted-Love-lyrics
13,15,2015-01-03,Only,Nicki Minaj,"['Drake', 'Lil Wayne', 'Chris Brown']",12,8,https://www.billboard.com/charts/hot-100/2015-01-03,"YoI never fucked Wayne, I never fucked DrakeOn my life, man, fuck's sakeIf I did, I'd ménage with 'emAnd let 'em eat my ass like a cupcakeMy man full, he just ateI don't duck nobody but tapeYeah, that was a setupFor a punchline on duct tapeWo-wo-wo-worried 'bout if my butt fakeWorry 'bout y'all niggas, us straightTh-these girls are my sonsJo-Jon & Kate Plus EightWhen I walk in, sit up straightI don't give a fuck if I was lateDinner with my man on a G5Is my idea of a updateHut-hut one, hut-hut twoBig titties, big butt tooFu-fuck with them real niggasWho don't tell niggas what they up toHad to show bitches where the top isRi-ring finger where the rock isThe-these hoes couldn't test meEven if their name was Pop QuizBad bitches who I fuck withMa-ma-mad bitches we don't fuck withI don't fuck with them chickensUnless they last name is CutletLet it soak inLike seasoningAnd tell them bitches blow meLance StephensonRaise every bottle and cup in the skySparks in the air like the Fourth of JulyNothing but bad bitches in here tonightOh, if you lame and you know it, be quietNothing but real niggas only, bad bitches onlyRich niggas only, independent bitches onlyBoss niggas only, thick bitches onlyI got my real niggas here by my side, onlyYeah, I never fucked Nicki 'cause she got a manBut when that's over, then I'm first in lineAnd the other day in her MaybachI thought, ""Goddamn, this is the perfect time""We had just come from that videoYou know, L.A. traffic, how the city slowShe was sitting down on that big butt, but I was still staring at the titties thoughYeah, low-key or maybe high-keyI been peeped that you like me, you know?Who the fuck you really wanna be with besides me?I mean, it doesn't take much for us to do this shit quietlyI mean, she say I'm obsessed with thick women and I agreeYeah, that's right, I like my girls BBWYeah, type that wanna suck you dry and then eat some lunch with youYeah, so thick that everybody else in the room is so uncomfortableAss on Houston Texas, but the face look just like Clair HuxtableOh! Yeah, you the man in the city when the mayor fuck with youThe NBA players fuck with youThe bad-ass bitches doing makeup and hair fuck with you, ohThat's 'cause I believe in something, I stand for itAnd Nicki if you ever tryna fuckJust give me the heads-up, so I can plan for itPinkprint Raise every bottle and cup in the sky (Ayy)Sparks in the air like the Fourth of JulyNothing but bad bitches in here tonightOh, if you lame and you know it, be quietNothing but real niggas only, bad bitches onlyRich niggas only, independent bitches onlyBoss niggas only, thick bitches onlyI got my real niggas here by my side, onlyI never fucked Nick' and that's fucked upIf I did fuck, she'd be fucked upWhoever is hittin' ain't hittin' it right'Cause she act like she need dick in her lifeThat's another story, I'm no story-tellerI piss greatness, like goldish yellowAll my goons so overzealousI'm from Hollygrove, the holy MeccaCalendar say I got money for daysI squirm and I shake, but I'm stuck in my waysMy girlfriend will beat a bitch up if she wavedThey bet' not fuck with her surfboard, surfboardMy eyes are so bright, I take cover for shadeDon't have my money? Take mothers insteadYou got the hiccups, you swallowed the truthThen I make you burp, boy, treat beef like sirloinI'm talkin' 'bout runnin' in houses with army gunsSo think about your son and daughter roomsGot two hoes with me, masked up, they got smaller gunsAin't thinkin' 'bout your son and daughter roomsThis shit is crazy, my niggaI mean brazy, my niggaThat money talk, I just rephrase it, my niggaBlood gang, take the ""b"" off behavior, my niggaFor reals, if you mouth off, I blow your face offI mean ""pop-pop-pop,"" then I take offNigga, now you see me, nigga, now you don'tLike Jamie Foxx acting like Ray CharlesSixteen in a clip, one in the chamber17 Ward bully with seventeen bulletsMy story is how I went from ""poor me""To ""please pour me a drink and celebrate with me"" Raise every bottle and cup in the skySparks in the air like the Fourth of JulyNothing but bad bitches in here tonightOh, if you lame and you know it, be quietYoung Mula, baby!Nothing but real niggas only, bad bitches onlyRich niggas only, independent bitches onlyBoss niggas only, thick bitches onlyI got my real niggas here by my side, only",https://www.genius.com/Nicki-Minaj-Only-lyrics
14,16,2015-01-03,Habits (Stay High),Tove Lo,,3,30,https://www.billboard.com/charts/hot-100/2015-01-03,"Oh-oh, oh-oh, oh-ohI eat my dinner in my bathtub, then I go to sex clubsWatchin' freaky people gettin' it onIt doesn't make me nervous if anything, I'm restlessYeah, I've been around and I've seen it allI get home, I got the munchies, binge on all my TwinkiesThrow up in the tub, then I go to sleepAnd I drank up all my money, dazed and kinda lonelyYou're gone and I gotta stay highAll the time, to keep you off my mindOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohHigh, all the time, to keep you off my mindOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohSpend my days locked in a haze, tryna forget you, babeI fall back downGotta stay high, all my life, to forget I'm missin' youOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohPick up daddies at the playground, how I spend my day timeLoosen up their frown, make 'em feel aliveI make it fast and greasy, I'm numb and way too easyYou're gone and I gotta stay highAll the time, to keep you off my mindOoh-ooh-ooh-oh, ooh-ooh-ooh-oohHigh, all the time, to keep you off my mindOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohSpend my days locked in a haze, tryna forget you, babeI fall back downGotta stay high, all my life, to forget I'm missin' youOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohStaying in my play pretend, where the fun ain't got no endOh, can't go home alone again, need someone to numb the painOh, staying in my play pretend, where the fun ain't got no endUh, oh, can't go home alone again, need someone to numb the painYou're gone and I gotta stay highAll the time, to keep you off my mindOoh-ooh-oh-ooh, ooh-ooh-ooh-oohHigh, all the time, to keep you off my mindOoh-ooh-ooh-ooh, ooh-ooh-ooh-oohSpend my days locked in a haze, tryna forget you, babeI fall back downGotta stay high, all my life, to forget I'm missin' youOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Oh-oh",https://www.genius.com/Tove-Lo-Habits-Stay-High-lyrics
15,17,2015-01-03,Tuesday,I LOVE MAKONNEN,['Drake'],12,13,https://www.billboard.com/charts/hot-100/2015-01-03,"Got the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyWorking Monday night, on the corner flipping hardMade at least three thousand, on the BoulevardI've been working graveyard, shifts every other weekendAin't got no fucking time to party on the weekendI've been flipping in the house, making juugs on the highwayI've been riding out of state, making money like my wayI don't think that I should dance, I'm just gon have another drinkI'm doing my stance, you know my molly pinkI've got the loudest of the loud, you know my gas stinkMy P.O. think I'm in the house, don't give a damn about what she thinkGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyIt ain't no way no howI made it on my own, I made my own styleI don't think that I should stay, you know I gotta goYou moving too fast, don't want to take it slowGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosyGot the club going up on a TuesdayGot yo girl in the cut and she choosy",https://www.genius.com/I-LOVE-MAKONNEN-Tuesday-lyrics
16,18,2015-01-03,Waves,Mr. Probz,,14,18,https://www.billboard.com/charts/hot-100/2015-01-03,"My face above the waterMy feet can't touch the groundTouch the ground, and it feels likeI can see the sands on the horizonEverytime you are not aroundI'm slowly drifting away (drifting away)Wave after wave, wave after waveI'm slowly drifting (drifting away)And it feels like I'm drowningPulling against the streamPulling against the streamI wish I could make it easyEasy to love me, love meBut still I reach, to find a wayI'm stuck here in betweenI'm looking for the right words to sayI'm slowly drifting, drifting awayWave after wave, wave after waveI'm slowly drifting (drifting away)And it feels like I'm drowningPulling against the streamPulling against the stream",https://www.genius.com/Mr-Probz-Waves-lyrics
17,19,2015-01-03,Don't,Ed Sheeran,,9,28,https://www.billboard.com/charts/hot-100/2015-01-03,"I met this girl late last yearShe said, ""Don't you worry if I disappear""I told her I'm not really looking for another mistakeI called an old friend thinking that the trouble would waitBut then I jumped right in a week later, returnedI reckon she was only looking for a lover to burnBut I gave her my time for two or three nightsThen I put it on pause until the moment was rightI went away for months until our paths crossed againShe told me, ""I was never looking for a friendMaybe you could swing by my room around tenBaby, bring the lemon and a bottle of ginWe'll be in between the sheets till the late AM""Baby, if you wanted me then you should have just said, she's singingDon't (hhh) with my loveThat heart is so coldAll over my homeI don't wanna know that babeDon't (hhh) with my loveI told her she knowsTake aim and reloadI don't wanna know that babeAnd for a couple weeks, I only wanna see herWe drink away the days with a takeaway pizzaBefore, a text message was the only way to reach herNow she's staying at my place and loves the way I treat herSinging out Aretha, all over the track like a featureAnd never wants to sleep, I guess that I don't want to eitherBut, me and her, we make money the same wayFour cities, two planes, the same dayAnd those shows have never been what it's aboutBut maybe we'll go together and just figure it outI'd rather put on a film with you and sit on a couchBut we should get on a plane or we'll be missing it nowWish I'd have written it down, the way that things played outWhen she was kissing him, how I was confused aboutNow she should figure it out, while I'm sat here singing Don't (hhh) with my loveThat heart is so coldAll over my homeI don't wanna know that babeDon't (hhh) with my loveI told her she knowsTake aim and reloadI don't wanna know that babe(Knock, knock, knock) on my hotel doorI don't even know if she knows what forShe was crying on my shoulder, I already told yaTrust and respect is what we do this forI never intended to be next (Get lost)But you didn't need to take him to bed, that's allAnd I never saw him as a threat (Get lost)Until you disappeared with him to have sex, of courseIt's not like we were both on tourWe were staying on the same (hhh) hotel floorAnd I wasn't looking for a promise or commitmentBut it was never just fun, and I thought you were differentThis is not the way you realized what you wantedIt's a bit too much, too late, if I'm honestAnd all this time, God knows I'm singing Don't (hhh)  with my loveThat heart is so coldAll over my homeI don't wanna know that babeDon't (hhh) with my loveI told her she knowsTake aim and reloadI don't wanna know that babeDon't (hhh) with my loveThat heart is so coldAll over my homeI don't wanna know that babeDon't fuck with my loveI told her she knowsTake aim and reloadI don't wanna know that babe",https://www.genius.com/Ed-Sheeran-Dont-lyrics
18,20,2015-01-03,Centuries,Fall Out Boy,,20,15,https://www.billboard.com/charts/hot-100/2015-01-03,"Du du du du-du du duDu du du du du-du du duSome legends are toldSome turn to dust or to goldBut you will remember meRemember me, for centuriesAnd just one mistakeIs all it will takeWe'll go down in historyRemember me for centuriesHey, hey, heyRemember me for centuriesMummified my teenage dreamsNo, it’s nothing wrong with meThe kids are all wrong, the story’s all offHeavy metal broke my heartCome on, come on, and let me inBruises on your thighs like my fingerprintsAnd this is supposed to matchThe darkness that you feltI never meant for you to fix yourselfSome legends are toldSome turn to dust or to goldBut you will remember meRemember me, for centuriesAnd just one mistakeIs all it will takeWe'll go down in historyRemember me for centuriesHey, hey, heyRemember me for centuriesAnd I can't stop 'til the whole world knows my nameCause I was only born inside my dreamsUntil you die for me, as long as there's a light, my shadow's over youCause I am the opposite of amnesiaAnd you're a cherry blossomYou're about to bloomYou look so pretty, but you're gone so soon Some legends are toldSome turn to dust or to goldBut you will remember meRemember me, for centuriesAnd just one mistakeIs all it will takeWe'll go down in historyRemember me for centuriesHey, hey, heyRemember me for centuriesWe’ve been here foreverAnd here’s the frozen proofI could scream foreverWe are the poisoned youthSome legends are toldSome turn to dust or to goldBut you will remember meRemember me, for centuriesAnd just one mistakeIs all it will takeWe'll go down in historyRemember me for centuriesHey, hey, heyRemember me for centuries",https://www.genius.com/Fall-Out-Boy-Centuries-lyrics
19,21,2015-01-03,The Hanging Tree,James Newton Howard,['Jennifer Lawrence'],12,4,https://www.billboard.com/charts/hot-100/2015-01-03,"Are you, are you coming to the tree?Where they strung up a manThey say who murdered threeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging treeAre you, are you coming to the tree?Where a dead man called out for his love to fleeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging treeAre you, are you coming to the tree?Where I told you to runSo we'd both be freeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging treeAre you, are you coming to the tree?Wear a necklace of hopeSide by side with meStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging treeAre you, are you coming to the tree?Where I told you to runSo we'd both be freeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging tree Are you, are you coming to the tree?Where they strung up a manThey say who murdered threeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging treeAre you, are you coming to the tree?Where a dead man called out for his love to fleeStrange things did happen hereNo stranger would it beIf we met at midnight in the hanging tree",https://www.genius.com/James-Newton-Howard-The-Hanging-Tree-lyrics
