,level_0,index,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
10,10,10,11,2000-01-01,What A Girl Wants,Christina Aguilera,,11,6,https://www.billboard.com/charts/hot-100/2000-01-01,"What a girl wants, what a girl needsWhatever makes me happy sets you freeWhat a girl wants, what a girl needsWhatever keeps me, keeps me in your arms (Yeah, come on)Ooh-ooh, oh, hey, yeah yeahI wanna thank you for giving me time to breatheLike a rock, you waited so patientlyWhile I got it together, hmmWhile I figured it outI only looked but I never touched'Cause in my heart it was a picture of usHolding hands, making plansAnd it's lucky for me you understandWhat a girl wants, what a girl needsWhatever makes me happy sets you freeAnd I'm thanking you for knowing exactlyWhat a girl wants, what a girl needsWhatever keeps me in your armsAnd I'm thanking you for being there for meOoh-ooh, oh-oh, yeah yeahA weaker man might have walked awayBut you had faithStrong enough to move over and give me spaceWhile I got it together, yeahAnd while I figured it outThey say if you love something, let it goIf it comes back it's yours, and that's how you knowIt's for keeps, yeah, it's for sureAnd you're ready and willing to give me more than...What a girl wants, what a girl needsWhatever makes me happy sets you freeAnd I'm thanking you for giving it to meWhat a girl wants, what a girl needs (What a girl wants, what a girl needs)Whatever keeps me in your armsAnd I'm thanking you for being there for me Oh baby (Baby), oh darlingThank you, thank you, oh yeahA girl needs somebody sensitive but toughSomebody there when the goin' gets roughEvery night he'll be giving his love (He'll be giving his love)To just one girl, one girl (To one girl, oh)Somebody cool but tender too (Somebody real cool but tender too)Somebody, baby, just like youCan keep me hanging aroundWith the one who always knew...(What a girl wants, what a girl needs)(You knew, you knew, you knew)(Whatever makes me happy sets you free)Ooh oh, I'm thanking you for being there for me(What a girl wants, what a girl needs)(Whatever keeps me in your arms)Whatever keeps me in your arms is what I needOh woah...(What a girl wants, what a girl needs)Oh-oh woah, yeah (Whatever makes me happy sets you free)Always what I'm thinking (And I'm thanking you)Always what I want, what I need (For giving it to me)What a girl wants you got, yeah yeah (What a girl wants, what a girl needs)(Whatever keeps me in your arms)Oh baby, I thank you 'cause you know, oh-ooh, woah(And I'm thanking you for being there for me) What you got is what I need (What a girl wants, what a girl needs)And you want... ha ha ha (Whatever makes me happy sets you free)What I want, ooh oh yeah (And I'm thanking you for knowing exactly)Oh baby, oh darlingThank you, thank you for giving me what I needAnd what I wantOh oh oh oh oh oh, oh yeahI turn around thereWhenever you're not thereOh yeah yeah yeah (A girl wants)A girl wants",https://www.genius.com/Christina-Aguilera-What-A-Girl-Wants-lyrics
11,11,12,13,2000-01-01,Blue (Da Ba Dee),Eiffel 65,,13,4,https://www.billboard.com/charts/hot-100/2000-01-01,"Yo, listen up, here's the storyAbout a little guy that lives in a blue worldAnd all day and all night and everything he sees is just blueLike him, inside and outsideBlue his house with a blue little windowAnd a blue Corvette and everything is blue for himAnd himself and everybody around'Cause he ain't got nobody to listen (To listen, to listen, to listen)I'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI have a blue house with a blue windowBlue is the color of all that I wearBlue are the streets and all the trees are tooI have a girlfriend and she is so blueBlue are the people here that walk aroundBlue like my Corvette, it's standing outsideBlue are the words I say and what I thinkBlue are the feelings that live inside meI'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI have a blue house with a blue windowBlue is the color of all that I wearBlue are the streets and all the trees are tooI have a girlfriend and she is so blueBlue are the people here that walk aroundBlue like my Corvette, it's standing outsideBlue are the words I say and what I thinkBlue are the feelings that live inside me I'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diInside and outsideBlue his house with a blue little windowAnd a blue Corvette and everything is blue for himAnd himself and everybody around'Cause he ain't got nobody to listen (To listen)I'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diI'm blue, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba diDa ba dee da ba di, da ba dee da ba di",https://www.genius.com/Eiffel-65-Blue-Da-Ba-Dee-lyrics
12,12,13,14,2000-01-01,Then The Morning Comes,Smash Mouth,,14,10,https://www.billboard.com/charts/hot-100/2000-01-01,"Good morningPaint the townTake a bowThank everybodyYou're gonna do it againYou are the few, the proudYou are the antibodyMind, soul and zenAnd the world's a stage(And the world's a faze)And the end is nearSo push rewindJust in timeThank anybodyYou're gonna do it againThe way the you walkIt's just the way that you talkLike it ain't no thingAnd every single day is just a flingThen the morning comesTake your knocksShake them offDuck everybodyYou're gonna take them againYou are your foe, your friendYou are the paparazziYou are the tragedianAnd the world's a craze(And the world's a faze)And the end is nearSo push rewindJust in timeThank anybodyYou're gonna do it againThe way the you walkIt's just the way that you talkLike it ain't no thingAnd every single day is just a fling And when it comes it moves so slowKinda like it's saying I told you soLooking back before she goesTomorrow's gonna hurtAnd the world's a stage(And the world's a faze)And the end is nearSo push rewindJust in timeThank anybodyYou're gonna do it againThe way the you walkIt's just the way that you talkLike it ain't no thingAnd every single day is just a flingThen the morning comes",https://www.genius.com/Smash-Mouth-Then-The-Morning-Comes-lyrics
13,13,14,15,2000-01-01,He Can't Love U,Jagged Edge,,15,4,https://www.billboard.com/charts/hot-100/2000-01-01,"I ain't no hater or nothin'But he can't love you like I can, trust meOoh, ooh-ooh, ooh, oohOoh, ooh-ooh, ooh, ooh, oohOoh, ooh-ooh, ooh, ooh, oohOoh, ooh-ooh, ooh, oohAs the clock strikes twelveI'm sitting here wonderin' how the hell did I let you leaveAnd, baby, I know that I did my share of things to deceive youI'm just tryna get an understanding of what to do'Cause I'm halfway going crazy, girl, they can't fade me (Yeah, yeah, yeah, yeah, oh)He can't love you like I love youBaby, you know it tooAnd you should never wanna be with a man if he can't be a manAnd do the things to you like I can (Like I do, baby)I'm telling you, he can't love you like I love youBaby, you know it too (Baby)And you should never wanna be with a man if he can't be a manAnd do the things to you like I can (Like I do, woah)As I stop, and I wait, and I thinkThat I never met someone who make me feel like I'm ready to loveSo I gotta do what I gotta do just to keep youKeep you here with me, babyNow I feel it's time for me to sayThat I need you, booAnd I can't go a day without your lovin'Baby, I can't live without youI know that you know (Oh)No matter where you want it, babyAin't no ifs, whats or buts or maybesAnd I know that one day you'll see, heyHe can't really love you like I love you (Woah)He can't love you like I love youBaby, you know it tooAnd you should never wanna be with a man if he can't be a man (He can't love you, no, he can't love you, no, woah)And do the things to you like I can (Woah)I'm telling you, he can't love you like I love you (No, he can't, can't love you)Baby, you know it too (I know he can't love you, I know he can't do the things that I can will do, baby)And you should never wanna be with a man if he can't be a man (I'm so sorry he can't be a man, baby)And do the things to you like I can (Oh) He can'tHe can't love you, girlHe's never gonna love you, girlLike I love you, girl (Like I love you, girl)He can't (Girl)He can't love you, girlHe's never gonna love you, girl (Nah, nah, nah)Like I love you, girl (I know)He can'tHe can't love you, girlHe's never gonna love you, girl (He can't love you, love you, he can't love you)Like I love you, girlHe can't (No)He can't love you, girlNo, no, no, no, no, no, noHe can't love you like I love you (Woah, woah)Baby, you know it too (He can't love, he can't love)And you should never wanna be with a man if he can't be a man (Oh, no, oh, oh, oh, oh, oh)And do the things to you like I can (Oh, oh, oh)I'm telling you, he can't love you like I love you (He can't)Baby, you know it too (He can't love you, love you, no)And you should never wanna be with a man if he can't be a man (Woah)And do the things to you like I can (Oh)He can't love youHe can't love you like I love youBaby, you know it too (Baby, you know it too)And you should never wanna be with a man if he can't be a man",https://www.genius.com/Jagged-Edge-He-Cant-Love-U-lyrics
14,14,15,16,2000-01-01,Waiting For Tonight,Jennifer Lopez,,8,12,https://www.billboard.com/charts/hot-100/2000-01-01,"Oh, yeahLike a movie sceneIn the sweetest dreamsI have pictured us togetherNow to feel your lipsOn my fingertipsI have to say is even betterThan I ever thought it could possibly beIt's perfect, it's passion, it's setting me freeFrom all of my sadness, the tears that I've criedI have spent all of my lifeWaiting for tonight, ohWhen you would be here in my armsWaiting for tonight, oh-ohI've dreamed of this love for so longWaiting for tonightOh-oh, oh-oh-ohTender words you sayTake my breath awayLove me now and leave me neverFound a sacred placeLost in your embraceI want to stay in this foreverI think of the days when the sun used to setOn my empty heart, all alone in my bedTossing and turning, emotions were strongI knew I had to hold onWaiting for tonight, ohWhen you would be here in my armsWaiting for tonight, oh-ohI've dreamed of this love for so longWaiting for tonight, ohWhen you would be here in my armsWaiting for tonight, oh-ohI've dreamed of this love for so longWaiting for tonightOh-oh, oh-oh-ohOh-oh, oh-oh, oh-oh-ohOh-oh, oh-oh, oh-oh-ohOh-oh, oh-oh, oh-oh-oh Gone are the days when the sun used to setOn my empty heart all alone in my bedTossing and turning, emotions were strongI knew I had to hold onWaiting for tonight, ohWhen you would be here in my armsWaiting for tonight, oh-ohI've dreamed of this love for so long (Oh, oh)Waiting for tonight, oh (Tonight, tonight)When you would be here in my armsWaiting for tonight, oh-oh (Tonight, tonight)I've dreamed of this love for so long (Oh)Waiting for tonight, ohWhen you would be here in my armsWaiting for tonight, oh-oh (Tonight, tonight)I've dreamed of this love for so longWaiting for tonight, oh",https://www.genius.com/Jennifer-Lopez-Waiting-For-Tonight-lyrics
15,15,16,17,2000-01-01,That's The Way It Is,Celine Dion,,17,8,https://www.billboard.com/charts/hot-100/2000-01-01,"Mmm, mmmYeahI can read your mind and I know your storyI see what you're going through, yeahIt's an uphill climb, and I'm feeling sorryBut I know it will come to you, yeahDon't surrender, 'cause you can winIn this thing called loveWhen you want it the most, there's no easy way outWhen you're ready to go and your heart's left in doubtDon't give up on your faithLove comes to those who believe itAnd that's the way it isWhen you question me for a simple answerI don't know what to say, noBut it's plain to see, if you stick togetherYou're gonna find a way, yeahSo don't surrender, 'cause you can winIn this thing called loveWhen you want it the most, there's no easy way outWhen you're ready to go and your heart's left in doubtDon't give up on your faith (Don't give up on your faith)Love comes to those who believe itAnd that's the way it is (That's the way it is)When life is empty with no tomorrowAnd loneliness starts to call (Loneliness starts)Baby, don't worry, forget your sorrow'Cause love's gonna conquer it all, allWhen you want it the most, there's no easy way outWhen you're ready to go and your heart's left in doubtDon't give up on your faith (Don't give up on your faith)Love comes to those who believe it (And that's the way it is)When you want it the most, there's no easy way outWhen you're ready to go and your heart's left in doubtDon't give up on your faith (Don't give up your faith)Love comes to those who believe itAnd that's the way it is That's the way it is (That's the way it is)That's the way it is, babeThat's the way it isDon't give up on your faith (Don't give up on your faith)Love comes to those who believe itAnd that's the way it is",https://www.genius.com/Celine-Dion-Thats-The-Way-It-Is-lyrics
16,16,18,19,2000-01-01,Dancin',Guy,,19,3,https://www.billboard.com/charts/hot-100/2000-01-01,"(G-U-Y)Can I have this dance? (Yeah, uh-huh)I know you've never danced with a man like me before (Yeah, uh-huh)And when you dance with me (Chica-chica-ah)You'll never want to dance no more (Chica-chica-ah)Let me show you (Uh)I like to think that I'm the only one she sees (Uh, yeah)When we're dancing (Dancin', uh, ah)When we're out on the floor (Oh, out on the floor, get on the floor)And I like to think that she'll be coming home with me (Uh-huh, ooh-woah)So I slowly move closer (Yeah, G-U-Y, y'all, yeah)Let her know that I want her (Yo, G, take it to the bridge)Looking in your eyes (Uh)As we start to dance the night away (Uh-huh, uh-huh)I can feel your heart (Yeah)As you're pushing your body close to mine, yeah (Chica-chica-ah, ah)To the beat, to the drum (Chica-chica-ah)To the music 'til we're one (To the one)Don't you worry about the crowd (No one)'Cause there's no one else around (Yeah, girl)I can freak it if you like (Freak it if you like, ooh)I can make you feel all right (Yeah, uh-huh)I can serve it to you right'Cause I'd like to explore your body tonight (Woah)I like to think that I'm the only one she sees (Yeah)When we're dancing (Dancin', uh, ah)When we're out on the floor (Out on the floor, get on the floor)And I like to think that she'll be coming home with me (Yeah, uh-huh, uh-huh)So I slowly move closer (Chica-chica-ah)Let her know that I want her (Yeah)Baby, take my hand (Yeah)And let me guide you to this dance of love (Uh-huh)We'll be moving so close, almost like we're making love (So close, baby, yeah)Baby, bring your body and let it bounce with me (Oh, uh, uh, come on)Oh To the beat, to the drum (Yeah, don't you worry)To the music 'til we're one (Chica-chica, ah)Don't you worry about the crowd (No, no, no)'Cause there's no one else around (I can freak it)I can freak it if you like (Freaky with it, baby, girl)I can make you feel all right (Yeah, alright)I can serve it to you right'Cause I'd like to explore your body tonight (Oh-oh, oh-oh, come on)I like to think that I'm the only one she sees (Yeah)When we're dancing (Dancin', dancin')When we're out on the floor (Out on the floor, get on the floor)And I like to think that she'll be coming home with me (Come on, come on, yep, yep)So I slowly move closer (Slowly)Let her know that I want her (Chica-chica, ah, I want her)I like to think that I'm the only one she sees (Uh, the only one, come on, come on)When we're dancing (Dancin', yeah)When we're out on the floor (Out on the floor, get on the floor)And I like to think that she'll be coming home with me (Yeah, yeah-yeah-yeah, I can make you dance)So I slowly move closer (Yeah, I can make you dance, closer)Let her know that I want her (Sing it for me, baby, come on, uh-huh)(Do you wanna dance with me?) Hey (Yeah)(Do you wanna dance with me?) Hey(I want you to) Ah, oh(I want you) And you know that I do (Uh)(Do you wanna dance with me?) Yeah (Yeah)(Do you wanna dance with me?) Yeah, yeah, yeah(I want you to) Ah(I want you) Hey, hey, hey, I do (Yeah) I like to think that I'm the only one she sees (Yeah, uh-huh, uh-huh)When we're dancing (Dancin')When we're out on the floor (Hey, hey, hey, hey, out on the floor, get on the floor)And I like to think that she'll be coming home with me (You)So I slowly move closer (Chica-chica, ah, slowly)Let her know that I want her (I want you, baby, yeah, we won't stop)I like to think that I'm the only one she sees (Yeah, I need you, uh-huh, yep, yep)When we're dancing (Dancin', I want you, hey, hey)When we're out on the floor (Out on the floor, yeah, yeah, dancin')And I like to think that she'll be coming home with me (Dancin', yeah, come on)So I slowly move closer (Dancin', dancin')Let her know that I want her (Dancin', get on the floor, dance with me)Can I dance? Can I dance? Can I dance with you?(Dance with you, get on the floor)Can I dance? Can I dance? Can I dance with you?(Yeah, uh-huh, I wanna dance with you, all the ladies get on the floor)Can I dance? Can I dance? Can I dance with you?(Uh-huh, dance with you, all the ladies, chica-chica-ah)So I slowly move closer and I know that I want her(G-U-Y 2K)",https://www.genius.com/Guy-Dancin-lyrics
17,17,19,20,2000-01-01,Steal My Sunshine,Len,,9,21,https://www.billboard.com/charts/hot-100/2000-01-01,"Hey, MattYeah, Tim?Hey, you talked to Marc lately?Uh, haven't really talked to him but he looks pretty, uh, down""He looks pretty, uh, down?""Yeah, well, maybe we should cheer him up thenWhat do you, uh, suppose we should do?Well, does he like butter tarts?I was lying on the grass of Sunday morning of last weekIndulging in my self-defeatMy mind was thugged, all laced and bugged, all twisted, wrong and beatA comfortable three feet deepNow the fuzzy stare from not being there on a confusing morning weekImpaired my tribal lunar speakAnd of course you can't become if you only say what you would have doneSo I missed a million miles of funI know it's up for me(If you steal my sunshine)Making sure I'm not in too deep(If you steal my sunshine)Keeping versed and on my feet(If you steal my sunshine)Chad, come here, come here, come hereWow, look at herI knowMan, I've never seen Sharon look so bad beforeI did once before, but this is pretty badYeah, what do you think she got up to last night?Well, I... Sharon, I love you!I was frying on the bench slide in the park across the streetL-A-T-E-R that weekMy sticky paws were into making straws out of big fat slurpy treatsAn incredible eight-foot heapNow the funny glare to pay a gleaming tare in a staring under heatInvolved an under usual featAnd I'm not only among but I invite who I want to comeSo I missed a million miles of fun I know it's up for me(If you steal my sunshine)Making sure I'm not in too deep(If you steal my sunshine)Keeping versed and on my feet(If you steal my sunshine)I know it's done for me(If you steal my sunshine)Not some and hard to see(If you steal my sunshine)Keeping dumb and built to beat(If you steal my sunshine)My sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshineMy sunshine, if you steal my sunshine",https://www.genius.com/Len-Steal-My-Sunshine-lyrics
18,18,20,21,2000-01-01,Get It On Tonite,Montell Jordan,,21,11,https://www.billboard.com/charts/hot-100/2000-01-01,"Oh, ooh wee oh, ohWhen I'm lookin' at you, I keep thinkin'Why can't she be like you? So I'm schemin'I can't go on like this, believin'That her love is true, ohStanding on the dance floor while she trickin'You are all I want girl, she's a chickenWe might be together but love is missin'Girl, I want youSo what can we do? OhGirl if it's alright (Oh)Let's go somewhere and get it on tonight (Let's get it on)I've got a girl, but you look good tonight (You look so good, baby)It's one on one tonight (You babe), tonightGirl if it's alright (Alright)Let's go somewhere and get it on tonight (Yeah, get it on)You shouldn't have to be alone tonight (Yeah, yeah)It's one on one tonight, tonight (One on one, baby)Now she's lookin' at meBut keep talkin'Oh, now she tryna ice youLet's start walkin'Over on the dance floorIt's her fault but what can she do?Tell me baby, yeahGirl if you're ready (I'm ready)We can get it on (We can get it on)I know where I went wrong(She's where you went wrong)With you is where I belong, belongGirl if I could find the words to sayI gotta get away from a loveThat kills me everydayI'd gladly say to youGirl if it's alrightLet's go somewhere and get it on tonightI've got a girl, but you look good tonightIt's one on one tonight, tonightGirl if it's alrightLet's go somewhere and get it on tonightYou shouldn't have to be alone tonightIt's one on one tonight, tonight My baby's stressin' meYou need to come with meWe need to go somewhere, yeahTonight, tonightGirl if it's alrightLet's go somewhere and get it on tonightI've got a girl, but you look good tonight",https://www.genius.com/Montell-Jordan-Get-It-On-Tonite-lyrics
19,19,21,22,2000-01-01,Learn To Fly,Foo Fighters,,22,12,https://www.billboard.com/charts/hot-100/2000-01-01,"Run and tell all of the angelsThis could take all nightThink I need a devil to help me get things rightHook me up a new revolution'Cause this one is a lieWe sat around laughing and watched the last one dieNow I'm looking to the sky to save meLooking for a sign of lifeLooking for something to help me burn out brightI'm looking for a complicationLooking cause I'm tired of lyingMake my way back home when I learn to fly highI think I'm done nursing the patienceIt can wait one nightI'd give it all away if you give me one last tryWe'll live happily ever trapped if you just save my lifeRun and tell the angels that everything's alrightNow I'm looking to the sky to save meLooking for a sign of lifeLooking for something to help me burn out brightI'm looking for a complicationLooking cause I'm tired of tryingMake my way back home when I learn to fly highMake my way back home when I learn to...Fly along with me, I can't quite make it aloneTry to make this life my ownFly along with me, I can't quite make it aloneTry to make this life my ownI'm looking to the sky to save meLooking for a sign of lifeLooking for something to help me burn out brightI'm looking for a complicationLooking cause I'm tired of tryingMake my way back home when I learn toI'm looking to the sky to save meLooking for a sign of lifeLooking for something to help me burn out brightI'm looking for a complicationLooking cause I'm tired of tryingMake my way back home when I learn to fly highMake my way back home when I learn to fly...Make my way back home when I learn to...",https://www.genius.com/Foo-Fighters-Learn-To-Fly-lyrics
20,20,22,23,2000-01-01,Big Deal,LeAnn Rimes,,23,12,https://www.billboard.com/charts/hot-100/2000-01-01,"Well, he used to be mineNot so very long agoI was crazy to ever let him get awayBut, girlYou should know betterThen to go bragging in my faceSo forgive meFor what I'm 'bout to sayBig dealSo whatWho caresYou just got luckyThat's all it wasShut upDon't wanna hear another word aboutCandlelight and long stem rosesAnd how you're falling head over heelsIn loveSo whatBig dealHe's perfectI heard yaThe first ten times that you told me(Yeah, yeah)It's amazingHis lovingI can't believe I let him goI regret itThere I said itYou call yourself a friendBut you just keep rubbing it inBig dealSo whatWho caresYou just got luckyThat's all it wasI swear if I hear another word aboutCandlelight and long stem rosesAnd how you're falling head over heelsIn loveSo whatBig deal CongratulationsI'm just so happy for youI can't contain the way I feelBig dealBig dealSo whatWho caresYou just got luckyThat's all it wasShut upDon't wanna hear another word aboutCandlelight and long stem rosesAnd how you're falling head over heelsIn loveSo whatBig dealIn loveSo whatBig dealBig dealOh, yeah!Big deal",https://www.genius.com/LeAnn-Rimes-Big-Deal-lyrics
