,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
4793,46,2012-12-08,Hall Of Fame,The Script,['will.i.am'],46,9,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/The-Script-Hall-Of-Fame-lyrics
4794,47,2012-12-08,I Knew You Were Trouble.,Taylor Swift,,3,6,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
4795,48,2012-12-08,Titanium,David Guetta,['Sia'],7,33,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/David-Guetta-Titanium-lyrics
4796,49,2012-12-08,Little Talks,Of Monsters And Men,,49,27,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Of-Monsters-And-Men-Little-Talks-lyrics
4797,50,2012-12-08,No Worries,Lil Wayne,['Detail'],50,12,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Lil-Wayne-No-Worries-lyrics
4798,51,2012-12-08,The One That Got Away,Jake Owen,,51,16,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Jake-Owen-The-One-That-Got-Away-lyrics
4799,52,2012-12-08,Come Wake Me Up,Rascal Flatts,,52,18,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Rascal-Flatts-Come-Wake-Me-Up-lyrics
4800,53,2012-12-08,A Thousand Years (Part 2),Christina Perri,['Steve Kazee'],53,2,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Christina-Perri-A-Thousand-Years-Part-2-lyrics
4801,54,2012-12-08,Finally Found You,Enrique Iglesias,['Sammy Adams'],24,11,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Enrique-Iglesias-Finally-Found-You-lyrics
4802,55,2012-12-08,Live While We're Young,One Direction,,3,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/One-Direction-Live-While-Were-Young-lyrics
4803,56,2012-12-08,Til My Last Day,Justin Moore,,56,11,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Justin-Moore-Til-My-Last-Day-lyrics
4804,57,2012-12-08,Catch My Breath,Kelly Clarkson,,54,5,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Kelly-Clarkson-Catch-My-Breath-lyrics
4805,58,2012-12-08,Fastest Girl In Town,Miranda Lambert,,47,18,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Miranda-Lambert-Fastest-Girl-In-Town-lyrics
4806,59,2012-12-08,Goodbye In Her Eyes,Zac Brown Band,,59,7,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Zac-Brown-Band-Goodbye-In-Her-Eyes-lyrics
4807,60,2012-12-08,Better Dig Two,The Band Perry,,53,4,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/The-Band-Perry-Better-Dig-Two-lyrics
4808,61,2012-12-08,Birthday Song,2 Chainz,['Kanye West'],47,16,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/2-Chainz-Birthday-Song-lyrics
4809,62,2012-12-08,Beer Money,Kip Moore,,58,10,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Kip-Moore-Beer-Money-lyrics
4810,63,2012-12-08,Every Storm (Runs Out Of Rain),Gary Allan,,59,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Gary-Allan-Every-Storm-Runs-Out-Of-Rain-lyrics
4811,64,2012-12-08,Anything Could Happen,Ellie Goulding,,57,7,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Ellie-Goulding-Anything-Could-Happen-lyrics
4812,65,2012-12-08,Little Things,One Direction,,41,2,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/One-Direction-Little-Things-lyrics
4813,66,2012-12-08,F**kin Problems,A$AP Rocky,"['Drake', '2 Chainz', 'Kendrick Lamar']",66,4,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/A-AP-Rocky-Fkin-Problems-lyrics
4814,67,2012-12-08,Creepin',Eric Church,,66,14,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Eric-Church-Creepin-lyrics
4815,68,2012-12-08,Madness,Muse,,60,14,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Muse-Madness-lyrics
4816,69,2012-12-08,How Country Feels,Randy Houser,,69,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Randy-Houser-How-Country-Feels-lyrics
4817,70,2012-12-08,Did It For The Girl,Greg Bates,,70,10,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Greg-Bates-Did-It-For-The-Girl-lyrics
4818,71,2012-12-08,Just A Fool,Christina Aguilera With Blake Shelton,,71,2,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Christina-Aguilera-With-Blake-Shelton-Just-A-Fool-lyrics
4819,72,2012-12-08,Turn On The Lights,Future,,50,16,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Future-Turn-On-The-Lights-lyrics
4820,73,2012-12-08,Wicked Games,The Weeknd,,73,4,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/The-Weeknd-Wicked-Games-lyrics
4821,74,2012-12-08,The Only Way I Know,Jason Aldean With Luke Bryan,['Eric Church'],74,3,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Jason-Aldean-With-Luke-Bryan-The-Only-Way-I-Know-lyrics
4822,75,2012-12-08,Southern Comfort Zone,Brad Paisley,,68,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Brad-Paisley-Southern-Comfort-Zone-lyrics
4823,76,2012-12-08,Radioactive,Imagine Dragons,,71,13,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
4824,77,2012-12-08,El Cerrito Place,Kenny Chesney,,77,7,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Kenny-Chesney-El-Cerrito-Place-lyrics
4825,78,2012-12-08,Begin Again,Taylor Swift,,7,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Taylor-Swift-Begin-Again-lyrics
4826,79,2012-12-08,I'm Different,2 Chainz,,79,2,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/2-Chainz-Im-Different-lyrics
4827,80,2012-12-08,Diced Pineapples,Rick Ross,"['Wale', 'Drake']",74,8,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Rick-Ross-Diced-Pineapples-lyrics
4828,81,2012-12-08,Ball,T.I.,['Lil Wayne'],50,6,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/TI-Ball-lyrics
4829,82,2012-12-08,Sweet Nothing,Calvin Harris,['Florence Welch'],82,3,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Calvin-Harris-Sweet-Nothing-lyrics
4830,83,2012-12-08,Tornado,Little Big Town,,83,3,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Little-Big-Town-Tornado-lyrics
4831,84,2012-12-08,Take A Little Ride,Jason Aldean,,12,19,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Jason-Aldean-Take-A-Little-Ride-lyrics
4832,85,2012-12-08,Don't Judge Me,Chris Brown,,85,4,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Chris-Brown-Dont-Judge-Me-lyrics
4833,86,2012-12-08,Seven Nation Army,Melanie Martinez,,86,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Melanie-Martinez-Seven-Nation-Army-lyrics
4834,87,2012-12-08,Ready Or Not,Bridgit Mendler,,78,6,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Bridgit-Mendler-Ready-Or-Not-lyrics
4835,88,2012-12-08,Pound The Alarm,Nicki Minaj,,15,18,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Nicki-Minaj-Pound-The-Alarm-lyrics
4836,89,2012-12-08,I Found You,The Wanted,,89,2,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/The-Wanted-I-Found-You-lyrics
4837,90,2012-12-08,Poetic Justice,Kendrick Lamar,['Drake'],76,5,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Kendrick-Lamar-Poetic-Justice-lyrics
4838,91,2012-12-08,Ice,Kelly Rowland,['Lil Wayne'],91,6,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Kelly-Rowland-Ice-lyrics
4839,92,2012-12-08,Dance For You,Beyonce,,78,12,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Beyonce-Dance-For-You-lyrics
4840,93,2012-12-08,Young & Gettin' It,Meek Mill,['Kirko Bangz'],92,4,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Meek-Mill-Young-Gettin-It-lyrics
4841,94,2012-12-08,Give It All We Got Tonight,George Strait,,94,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/George-Strait-Give-It-All-We-Got-Tonight-lyrics
4842,95,2012-12-08,Stars,Grace Potter,['The Nocturnals'],95,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Grace-Potter-Stars-lyrics
4843,96,2012-12-08,Celebration,Game,"['Chris Brown', 'Tyga', 'Wiz Khalifa', 'Lil Wayne']",82,3,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Game-Celebration-lyrics
4844,97,2012-12-08,Stars,Amanda Brown,,97,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Amanda-Brown-Stars-lyrics
4845,98,2012-12-08,Remember You,Wiz Khalifa,['The Weeknd'],98,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Wiz-Khalifa-Remember-You-lyrics
4846,99,2012-12-08,Take A Walk,Passion Pit,,85,13,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Passion-Pit-Take-A-Walk-lyrics
4847,100,2012-12-08,Somebody's Heartbreak,Hunter Hayes,,100,1,https://www.billboard.com/charts/hot-100/2012-12-08,,https://www.genius.com/Hunter-Hayes-Somebodys-Heartbreak-lyrics
4848,1,2012-12-15,Diamonds,Rihanna,,1,10,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Rihanna-Diamonds-lyrics
4849,2,2012-12-15,Locked Out Of Heaven,Bruno Mars,,2,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Bruno-Mars-Locked-Out-Of-Heaven-lyrics
4850,3,2012-12-15,Die Young,Ke$ha,,2,10,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ke-ha-Die-Young-lyrics
4851,4,2012-12-15,One More Night,Maroon 5,,1,24,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Maroon-5-One-More-Night-lyrics
4852,5,2012-12-15,Ho Hey,The Lumineers,,5,26,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/The-Lumineers-Ho-Hey-lyrics
4853,6,2012-12-15,Some Nights,fun.,,3,41,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/fun-Some-Nights-lyrics
4854,7,2012-12-15,Home,Phillip Phillips,,7,23,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Phillip-Phillips-Home-lyrics
4855,8,2012-12-15,I Cry,Flo Rida,,8,10,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Flo-Rida-I-Cry-lyrics
4856,9,2012-12-15,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,,6,18,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ne-Yo-Let-Me-Love-You-Until-You-Learn-To-Love-Yourself-lyrics
4857,10,2012-12-15,Gangnam Style,PSY,,2,13,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/PSY-Gangnam-Style-lyrics
4858,11,2012-12-15,Girl On Fire,Alicia Keys,['Nicki Minaj'],11,13,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Alicia-Keys-Girl-On-Fire-lyrics
4859,12,2012-12-15,Scream & Shout,will.i.am,['Britney Spears'],12,1,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/william-Scream-Shout-lyrics
4860,13,2012-12-15,Too Close,Alex Clare,,7,36,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Alex-Clare-Too-Close-lyrics
4861,14,2012-12-15,Beauty And A Beat,Justin Bieber,['Nicki Minaj'],13,8,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Justin-Bieber-Beauty-And-A-Beat-lyrics
4862,15,2012-12-15,We Are Never Ever Getting Back Together,Taylor Swift,,1,17,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Taylor-Swift-We-Are-Never-Ever-Getting-Back-Together-lyrics
4863,16,2012-12-15,Cruise,Florida Georgia Line,['Nelly'],16,16,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Florida-Georgia-Line-Cruise-lyrics
4864,17,2012-12-15,Swimming Pools (Drank),Kendrick Lamar,,17,16,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kendrick-Lamar-Swimming-Pools-Drank-lyrics
4865,18,2012-12-15,Clique,Kanye West,"['Jay-Z', 'Big Sean']",12,13,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kanye-West-Clique-lyrics
4866,19,2012-12-15,Adorn,Miguel,,17,18,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Miguel-Adorn-lyrics
4867,20,2012-12-15,Try,P!nk,,18,6,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/P-nk-Try-lyrics
4868,21,2012-12-15,Don't You Worry Child,Swedish House Mafia,['John Martin'],21,11,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
4869,22,2012-12-15,Don't Wake Me Up,Chris Brown,,10,23,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Chris-Brown-Dont-Wake-Me-Up-lyrics
4870,23,2012-12-15,The A Team,Ed Sheeran,,23,21,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ed-Sheeran-The-A-Team-lyrics
4871,24,2012-12-15,Va Va Voom,Nicki Minaj,,22,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Nicki-Minaj-Va-Va-Voom-lyrics
4872,25,2012-12-15,It's Time,Imagine Dragons,,22,26,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Imagine-Dragons-Its-Time-lyrics
4873,26,2012-12-15,As Long As You Love Me,Justin Bieber,['Big Sean'],6,24,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Justin-Bieber-As-Long-As-You-Love-Me-lyrics
4874,27,2012-12-15,My Life,50 Cent,"['Eminem', 'Adam Levine']",27,1,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/50-Cent-My-Life-lyrics
4875,28,2012-12-15,Thrift Shop,Macklemore,"['Ryan Lewis', 'Wanz']",28,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Macklemore-Thrift-Shop-lyrics
4876,29,2012-12-15,Bandz A Make Her Dance,Juicy J,"['Lil Wayne', '2 Chainz']",29,12,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Juicy-J-Bandz-A-Make-Her-Dance-lyrics
4877,30,2012-12-15,Blow Me (One Last Kiss),P!nk,,5,22,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/P-nk-Blow-Me-One-Last-Kiss-lyrics
4878,31,2012-12-15,Don't Stop The Party,Pitbull,['TJR'],30,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Pitbull-Dont-Stop-The-Party-lyrics
4879,32,2012-12-15,I Knew You Were Trouble.,Taylor Swift,,3,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
4880,33,2012-12-15,Everybody Talks,Neon Trees,,6,38,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Neon-Trees-Everybody-Talks-lyrics
4881,34,2012-12-15,I Will Wait,Mumford,['Sons'],23,17,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Mumford-I-Will-Wait-lyrics
4882,35,2012-12-15,Thinkin Bout You,Frank Ocean,,35,21,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Frank-Ocean-Thinkin-Bout-You-lyrics
4883,36,2012-12-15,Feel Again,OneRepublic,,36,14,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/OneRepublic-Feel-Again-lyrics
4884,37,2012-12-15,Wanted,Hunter Hayes,,16,32,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Hunter-Hayes-Wanted-lyrics
4885,38,2012-12-15,Lights,Ellie Goulding,,2,50,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ellie-Goulding-Lights-lyrics
4886,39,2012-12-15,Good Time,Owl City,['Carly Rae Jepsen'],8,23,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Owl-City-Good-Time-lyrics
4887,40,2012-12-15,Hall Of Fame,The Script,['will.i.am'],40,10,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/The-Script-Hall-Of-Fame-lyrics
4888,41,2012-12-15,Call Me Maybe,Carly Rae Jepsen,,1,41,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Carly-Rae-Jepsen-Call-Me-Maybe-lyrics
4889,42,2012-12-15,No Worries,Lil Wayne,['Detail'],42,13,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Lil-Wayne-No-Worries-lyrics
4890,43,2012-12-15,Skyfall,Adele,,8,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Adele-Skyfall-lyrics
4891,44,2012-12-15,Better Dig Two,The Band Perry,,44,5,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/The-Band-Perry-Better-Dig-Two-lyrics
4892,45,2012-12-15,Little Talks,Of Monsters And Men,,45,28,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Of-Monsters-And-Men-Little-Talks-lyrics
4893,46,2012-12-15,Pop That,French Montana,"['Rick Ross', 'Drake', 'Lil Wayne']",36,21,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/French-Montana-Pop-That-lyrics
4894,47,2012-12-15,Somebody That I Used To Know,Gotye,['Kimbra'],1,48,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Gotye-Somebody-That-I-Used-To-Know-lyrics
4895,48,2012-12-15,Whistle,Flo Rida,,1,29,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Flo-Rida-Whistle-lyrics
4896,49,2012-12-15,Blown Away,Carrie Underwood,,20,22,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Carrie-Underwood-Blown-Away-lyrics
4897,50,2012-12-15,Kiss Tomorrow Goodbye,Luke Bryan,,29,15,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Luke-Bryan-Kiss-Tomorrow-Goodbye-lyrics
4898,51,2012-12-15,Goodbye In Her Eyes,Zac Brown Band,,51,8,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Zac-Brown-Band-Goodbye-In-Her-Eyes-lyrics
4899,52,2012-12-15,Til My Last Day,Justin Moore,,52,12,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Justin-Moore-Til-My-Last-Day-lyrics
4900,53,2012-12-15,Catch My Breath,Kelly Clarkson,,53,6,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kelly-Clarkson-Catch-My-Breath-lyrics
4901,54,2012-12-15,The One That Got Away,Jake Owen,,51,17,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Jake-Owen-The-One-That-Got-Away-lyrics
4902,55,2012-12-15,Every Storm (Runs Out Of Rain),Gary Allan,,55,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Gary-Allan-Every-Storm-Runs-Out-Of-Rain-lyrics
4903,56,2012-12-15,Anything Could Happen,Ellie Goulding,,56,8,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ellie-Goulding-Anything-Could-Happen-lyrics
4904,57,2012-12-15,Beer Money,Kip Moore,,57,11,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kip-Moore-Beer-Money-lyrics
4905,58,2012-12-15,Sweet Nothing,Calvin Harris,['Florence Welch'],58,4,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Calvin-Harris-Sweet-Nothing-lyrics
4906,59,2012-12-15,F**kin Problems,A$AP Rocky,"['Drake', '2 Chainz', 'Kendrick Lamar']",59,5,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/A-AP-Rocky-Fkin-Problems-lyrics
4907,60,2012-12-15,Birthday Song,2 Chainz,['Kanye West'],47,17,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/2-Chainz-Birthday-Song-lyrics
4908,61,2012-12-15,Creepin',Eric Church,,61,15,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Eric-Church-Creepin-lyrics
4909,62,2012-12-15,Come Wake Me Up,Rascal Flatts,,52,19,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Rascal-Flatts-Come-Wake-Me-Up-lyrics
4910,63,2012-12-15,I'm Different,2 Chainz,,63,3,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/2-Chainz-Im-Different-lyrics
4911,64,2012-12-15,How Country Feels,Randy Houser,,64,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Randy-Houser-How-Country-Feels-lyrics
4912,65,2012-12-15,The Only Way I Know,Jason Aldean With Luke Bryan,['Eric Church'],65,4,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Jason-Aldean-With-Luke-Bryan-The-Only-Way-I-Know-lyrics
4913,66,2012-12-15,Madness,Muse,,60,15,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Muse-Madness-lyrics
4914,67,2012-12-15,Little Things,One Direction,,41,3,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/One-Direction-Little-Things-lyrics
4915,68,2012-12-15,Did It For The Girl,Greg Bates,,68,11,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Greg-Bates-Did-It-For-The-Girl-lyrics
4916,69,2012-12-15,Wicked Games,The Weeknd,,69,5,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/The-Weeknd-Wicked-Games-lyrics
4917,70,2012-12-15,Live While We're Young,One Direction,,3,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/One-Direction-Live-While-Were-Young-lyrics
4918,71,2012-12-15,Finally Found You,Enrique Iglesias,['Sammy Adams'],24,12,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Enrique-Iglesias-Finally-Found-You-lyrics
4919,72,2012-12-15,Radioactive,Imagine Dragons,,71,14,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
4920,73,2012-12-15,Southern Comfort Zone,Brad Paisley,,68,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Brad-Paisley-Southern-Comfort-Zone-lyrics
4921,74,2012-12-15,El Cerrito Place,Kenny Chesney,,74,8,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kenny-Chesney-El-Cerrito-Place-lyrics
4922,75,2012-12-15,Ball,T.I.,['Lil Wayne'],50,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/TI-Ball-lyrics
4923,76,2012-12-15,Diced Pineapples,Rick Ross,"['Wale', 'Drake']",74,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Rick-Ross-Diced-Pineapples-lyrics
4924,77,2012-12-15,Begin Again,Taylor Swift,,7,9,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Taylor-Swift-Begin-Again-lyrics
4925,78,2012-12-15,Tornado,Little Big Town,,78,4,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Little-Big-Town-Tornado-lyrics
4926,79,2012-12-15,Fastest Girl In Town,Miranda Lambert,,47,19,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Miranda-Lambert-Fastest-Girl-In-Town-lyrics
4927,80,2012-12-15,Turn On The Lights,Future,,50,17,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Future-Turn-On-The-Lights-lyrics
4928,81,2012-12-15,Don't Judge Me,Chris Brown,,81,5,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Chris-Brown-Dont-Judge-Me-lyrics
4929,82,2012-12-15,Remember You,Wiz Khalifa,['The Weeknd'],82,2,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Wiz-Khalifa-Remember-You-lyrics
4930,83,2012-12-15,Rest Of My Life,Ludacris,"['Usher', 'David Guetta']",72,2,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Ludacris-Rest-Of-My-Life-lyrics
4931,84,2012-12-15,Poetic Justice,Kendrick Lamar,['Drake'],76,6,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kendrick-Lamar-Poetic-Justice-lyrics
4932,85,2012-12-15,Take A Little Ride,Jason Aldean,,12,20,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Jason-Aldean-Take-A-Little-Ride-lyrics
4933,86,2012-12-15,Somebody's Heartbreak,Hunter Hayes,,86,2,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Hunter-Hayes-Somebodys-Heartbreak-lyrics
4934,87,2012-12-15,Ready Or Not,Bridgit Mendler,,78,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Bridgit-Mendler-Ready-Or-Not-lyrics
4935,88,2012-12-15,Ice,Kelly Rowland,['Lil Wayne'],88,7,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Kelly-Rowland-Ice-lyrics
4936,89,2012-12-15,Young & Gettin' It,Meek Mill,['Kirko Bangz'],89,5,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Meek-Mill-Young-Gettin-It-lyrics
4937,90,2012-12-15,Celebration,Game,"['Chris Brown', 'Tyga', 'Wiz Khalifa', 'Lil Wayne']",82,4,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Game-Celebration-lyrics
4938,91,2012-12-15,Tip It On Back,Dierks Bentley,,91,2,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Dierks-Bentley-Tip-It-On-Back-lyrics
4939,92,2012-12-15,Dance For You,Beyonce,,78,13,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Beyonce-Dance-For-You-lyrics
4940,93,2012-12-15,Take A Walk,Passion Pit,,85,14,https://www.billboard.com/charts/hot-100/2012-12-15,,https://www.genius.com/Passion-Pit-Take-A-Walk-lyrics
